Tên sản phẩm,Mô tả,Từ khóa,Giá,Thương hiệu,Điểm đánh giá,Link ảnh
Áo đôi Gucci 1987 House bunny ,"Áo thun cotton 100% mềm mịn; form rộng (loose-fit) cổ tròn; tay ngắn; họa tiết in trẻ trung; chất vải thoáng khí – khô nhanh – kháng khuẩn nhẹ; trọng lượng vải 220–240gsm dày vừa; không có lớp nhung; phù hợp mặc hằng ngày trong mùa Xuân, Hạ, Thu. Size: S–4XL (phù hợp từ 40kg–110kg).","áo thun cotton 100%, form rộng, cổ tròn, họa tiết trẻ trung, thoáng khí, kháng khuẩn nhẹ, vải 220–240gsm, Xuân-Hạ-Thu, size S–4XL",624000,Gucci,4.7,https://down-vn.img.susercontent.com/file/sg-11134201-8259z-mgd0ry72iubt0b_tn.jpg
"Áo Thun Ngắn Tay Gucci Print Double G, Màu Đỏ Xanh","Đảm bảo chính hãng 100% – sản phẩm được mua trực tiếp từ quầy chính hãng, cam kết hàng thật.

Chất liệu cao cấp: Cotton chải kỹ Tân Cương (95% Cotton + 5% Elastane), mềm mịn, thoáng khí, thân thiện với da; chống mài mòn, hạn chế xù và không vón cục.

Thiết kế thời trang: Logo thêu/in tinh tế theo phong cách cổ điển; dáng đơn giản, unisex phù hợp cả nam và nữ.","áo thun chính hãng, cotton chải kỹ, 95% cotton + 5% elastane, mềm mịn, logo thêu/in, unisex, dáng basic, thoáng khí, không xù",429000,Gucci,4.5,https://product.hstatic.net/200000023662/product/quan-ao-be-trai-ao-thun-logo-gucci-do_4baf65b615414483a4f35612d898714a_grande.jpg
Gucci Leopart print beige,"Chất liệu: 100% cotton mềm mịn, thấm hút tốt, thoáng khí.
Form dáng: Rộng (loose-fit), thoải mái, phù hợp phong cách trẻ trung.
Cổ áo: Cổ tròn basic.
Tay áo: Tay ngắn.
Thiết kế: In họa tiết hiện đại, phù hợp xu hướng giới trẻ.
Tính năng vải: Kháng khuẩn – thoáng khí – khô nhanh.
Độ dày vải: 220–240gsm (dày vừa, đứng form, thoải mái quanh năm).
Mùa sử dụng: Phù hợp mùa Xuân – Hè – Thu.","áo thun cotton 100%, form rộng, cổ tròn, họa tiết hiện đại, thoáng khí, kháng khuẩn, vải 220–240gsm, Xuân-Hè-Thu",627000,Gucci,4.3,https://media.stanystore.com/stanystore.com/2024/1/gucci-tiger-head-t-shirt-072521-afze7.jpg
Gucci x Chibi Maruko,Chất liệu cotton mềm mịn; cổ không đối xứng hiện đại; tay ngắn; form rộng thoải mái; phong cách tối giản; họa tiết in/hoa nhẹ nhàng; phù hợp mặc hằng ngày trong mùa hè; không phải dáng crop-top; có đủ size lớn; sản phẩm gửi từ nước ngoài.,"áo thun unisex, cổ không đối xứng, cotton mềm, form rộng, họa tiết chibi, tối giản, mùa hè, size lớn",430000,Gucci,4.3,https://down-vn.img.susercontent.com/file/sg-11134201-82254-mhdhldn2tf60ac@resize_w900_nl.jpg
Áo Phông Nữ Gucci Women’s California TShirt White,"Chất liệu cotton mềm mịn; cổ tròn cơ bản; tay ngắn; form rộng thoải mái; phong cách tối giản; họa tiết in/hoa nhẹ nhàng; phù hợp mặc hằng ngày trong mùa hè; không phải dáng crop-top; có đủ size lớn; sản phẩm chính hãng Gucci, gửi từ Ý.","áo phông nữ, cotton mềm, cổ tròn, form rộng, tối giản, họa tiết nhẹ, mùa hè, chính hãng Gucci Ý",720000,Gucci,4.5,https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/06/ao-phong-nu-gucci-women-s-california-tshirt-white-mau-trang-size-xs-684fc37f38f11-16062025141055.jpg
Áo Phông Nữ Gucci Knitted Short Sleeve T-Shirt,"Thương hiệu: Gucci (Ý)
Chất liệu: 100% Cotton mềm mịn, thoáng khí, thấm hút mồ hôi, không bí bách, mang lại cảm giác thoải mái cả ngày.
Kiểu dáng: Cổ tròn, tay ngắn; form chuẩn rộng vừa vặn, trẻ trung và năng động.
Màu sắc: Trắng – Đỏ
Thiết kế: Họa tiết biểu tượng thương hiệu tinh tế, sáng tạo, tạo điểm nhấn nổi bật. Đường may tỉ mỉ, áo không xù, không phai màu.
Phong cách: Phù hợp phong cách nữ tính, thanh lịch hoặc năng động; dễ phối với quần jean, short, váy… cho mọi hoàn cảnh từ đi học, dạo phố đến du lịch.","áo phông nữ, cotton 100%, thoáng khí, cổ tròn, form rộng vừa, trắng đỏ, họa tiết thương hiệu, không xù, phối đồ dễ dàng",630000,Gucci,4.6,https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/08/ao-phong-gucci-knitted-short-sleeve-t-shirt-768183xjgdi9282-mau-trang-do-68a54f2382384-20082025112923.jpg
Áo Phông Unisex Gucci Think/Thank Print,"Thương hiệu: Gucci (Ý)
Chất liệu: 100% Cotton mềm mịn, thoáng khí, thấm hút mồ hôi, không xù, không phai màu.
Kiểu dáng: Oversize form rộng, cổ tròn, tay ngắn; phù hợp phong cách năng động, trẻ trung.
Màu sắc: Trắng
Thiết kế: Họa tiết chữ “Think/Thank” độc đáo, hiện đại, nổi bật; form áo suông rộng hợp xu hướng.
Giới tính: Unisex – phù hợp nam và nữ.
Phong cách sử dụng: Thời trang hàng ngày, đi học, đi chơi hoặc phối layer cho outfit trẻ trung, năng động.","áo thun unisex, cotton 100%, oversize, cổ tròn, trắng, họa tiết chữ, phong cách năng động, đi học, đi chơi",1670000,Gucci,4.7, https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/09/ao-phong-unisex-gucci-think-thank-print-oversize-tshirt-mau-trang-64f9a02dbf935-07092023170429.jpg
Phấn Phủ Dạng Nén Kiềm Dầu Siêu Tốt Gucci Poudre De Beaute Mat Naturel 10g,"Phấn phủ nén Gucci Poudre De Beauté Mat Naturel mang kết cấu siêu mỏng nhẹ, mịn lì tự nhiên, bám tốt và cho hiệu ứng glowy nhẹ nhàng phù hợp mọi loại da. Hạt phấn siêu mịn giúp che phủ ổn, lên da mềm mượt, đều màu và không gây mốc hay cakey dù dặm lại nhiều lần trong ngày. Thiết kế hộp pastel sang trọng với viền vàng rose-gold, kèm gương và bông phấn riêng. Sản phẩm có thể dùng như lớp nền nhẹ (chống nắng → phủ phấn) hoặc dùng như phấn phủ sau kem nền để giữ lớp makeup lâu trôi và tự nhiên suốt cả ngày.","phấn phủ Gucci, matte, kiềm dầu, mịn lì, che phủ tốt, không cakey, lâu trôi, glowy nhẹ, hộp sang trọng, makeup tự nhiên",700000,Gucci,4.9,https://myphamhang.com/wp-content/uploads/2024/08/phan-phu-gucci-poudre-de-beaute-mat-naturel-beauty-powder3.jpg
Son Gucci Rouge Liquid Matte Lip Colour,"Son Gucci Rouge Liquid Matte Lip Colour là dòng son kem lì cao cấp ra mắt năm 2022, sở hữu chất son mềm mịn nhờ tinh dầu hoa hồng đen, Hyaluronic Acid và Vitamin E, giúp che phủ hoàn hảo, lên màu chuẩn và giữ môi mượt mà suốt ngày dài. Thiết kế sang trọng đặc trưng của Gucci, độ bám màu tốt, khi ăn uống chỉ trôi nhẹ và trôi đều nên môi vẫn luôn tươi tắn. Thành phần an toàn, không gây kích ứng. Các màu best-seller gồm: 25 Goldie Red (đỏ cổ điển), 208 They Met in Argentina (cam hồng đất), 210 Julie Rose (nâu đất), 308 Dark Orange (cam cháy pha đất), 500 Odalie Red (đỏ cam), 501 Constance Vermillon (đỏ tươi), 502 Eadie Scarlet (đỏ lạnh), 505 Janet Rust (đỏ gạch cháy).","son kem lì Gucci, matte, mềm mịn, bám lâu, không khô môi, giữ màu tốt, thành phần dưỡng, màu đỏ – cam – đất, cao cấp",580000,Gucci,4.8,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fwp-content%2Fblogs.dir%2F6%2Ffiles%2F2022%2F04%2Fgucci-beauty-liquid-matte-lipstick-eyeliner-makeup-price-where-to-buy-1.jpg?q=90&w=1400&cbr=1&fit=max
Nước Hoa Gucci Flora Gorgeous Gardenia EDP 100ml,"Nước hoa Gucci Flora Gorgeous Gardenia EDP 100ml là phiên bản Eau de Parfum mới mang phong cách mạnh mẽ, sắc sảo hơn, mở đầu bằng hương Lê mọng tươi mát, tiếp nối bởi nốt hoa Nhài và hoa Dành Dành ngọt ngào, nữ tính. Khi hương dần lắng xuống, lớp cuối với Đường Nâu và Hoắc Hương tạo nên dấu ấn ấm áp, quyến rũ. Tổng thể mùi hương mang cảm giác ngọt ngào, gợi cảm và đầy sức hút, tôn lên nét đẹp đằm thắm và hấp dẫn của phái nữ.","nước hoa nữ, Gardenia, hương lê – nhài – dành dành, ngọt thanh, ấm áp, quyến rũ, lưu hương tốt, sang trọng",1800000,Gucci,5,https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2022/07/nuoc-hoa-nu-gucci-flora-gorgeous-gardenia-edp-100ml-62c4fb2a98dbd-06072022100202.jpg
Son kem Gucci Rouge À Lèvres Matte Lips,"Son Gucci Rouge Liquid Matte sở hữu chất son kem lì siêu nhẹ, mềm mịn như nhung, không khô môi, không bết hay dính, giúp che khuyết điểm môi hoàn hảo và phù hợp với mọi phong cách trang điểm từ dịu dàng đến cá tính. Với màu đỏ đất trendy, thiết kế cọ vát dễ tán và công thức nhiều dưỡng, son mang lại đôi môi căng mọng, mướt mịn nhưng vẫn giữ độ lì tự nhiên. Thiết kế thon dài, nắp mạ vàng sang trọng càng khiến thỏi son trở nên cuốn hút. Bảng màu nổi bật gồm: 25 – đỏ tươi, 208 – hồng cam đất, 311 – đỏ cam, 505 – đỏ đất, 521 – đỏ gạch, 413 – hồng khô, đáp ứng mọi sở thích và tôn lên vẻ đẹp rạng rỡ cho phái nữ.","son kem lì, mềm mượt, không khô môi, đỏ đất, bám màu tốt, thiết kế sang, trendy, dễ tán",450000,Gucci,4.9,https://bizweb.dktcdn.net/100/514/727/products/25-goldie-red.jpg?v=1733299691243
SON THỎI G.C VOILE,"Son thỏi Gucci Rouge à Lèvres Voile là dòng son mỏng nhẹ bán trong suốt, nổi tiếng với chất son mềm mượt như lụa, lên môi tự nhiên nhưng vẫn tươi tắn đầy sức sống. Thiết kế vỏ hoa vintage sang trọng giúp thỏi son trở thành điểm nhấn tinh tế trong túi makeup. Chất son giàu dưỡng, lướt êm, không làm lộ vân môi và phù hợp cho những nàng yêu phong cách nhẹ nhàng “effortless beauty”. Dòng Voile sở hữu nhiều màu cực xinh như 201 hồng đất, 203 hồng nâu, 206 đỏ hồng, 301 cam san hô, 302 cam đỏ tươi, hay 505 đỏ đất quyến rũ, tất cả đều mang lại vẻ đẹp thanh lịch nhưng vẫn nổi bật đặc trưng của Gucci.","son Gucci Voile, bóng nhẹ, nhiều dưỡng, mềm mịn, lên màu tự nhiên, vỏ vintage, nhẹ nhàng, effortless beauty",500000,Gucci,5,https://lisa.vn/wp-content/uploads/2024/06/1.Gucci-Rouge-A-Levres-Voile-Sheer-508-Diana-Amber.jpg
Nước Hoa Gucci Bloom Acqua Di Flori,"Nước hoa Gucci Bloom Acqua Di Fiori mang đến một mùi hương tươi mát đầy sức sống, là phiên bản trẻ trung và nhẹ nhàng hơn của dòng Gucci Bloom kinh điển. Hương đầu mở ra bằng sự thanh khiết, mát lạnh của lá xanh và Galbanum giúp lan tỏa cảm giác tinh khiết, trong trẻo như những giọt sương đầu ngày. Khi hương hoa nhài, huệ trắng và kim ngân dần hé lộ, tổng thể trở nên mềm mại, nữ tính nhưng vẫn đầy năng lượng tươi mới. Ở lớp hương cuối, xạ hương và gỗ đàn hương hòa quyện tạo nên sự ấm áp và quyến rũ dịu nhẹ, giúp mùi hương lưu lại thật tự nhiên trên da. Gucci Bloom Acqua Di Fiori là lựa chọn hoàn hảo cho những cô nàng yêu vẻ đẹp thanh thuần, ngọt dịu nhưng không kém phần cuốn hút—một mùi hương khiến bất kỳ ai cũng cảm nhận được sự tươi trẻ và tự tin của bạn.","nước hoa nữ, tươi mát, lá xanh – galbanum – hoa nhài – kim ngân, tự nhiên nhẹ nhàng, ngọt dịu, thanh thuần",1800000,Gucci,5,https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2022/09/nuoc-hoa-nu-gucci-bloom-acqua-di-flori-eau-de-toilette-100ml-632ac135d096b-21092022144557.jpg
SON G.C SATIN,"Son Gucci Satin (Gucci Rouge À Lèvres Satin) là dòng son thỏi cao cấp mang lại lớp finish bóng nhẹ sang trọng, mềm mướt như lụa và cực kỳ dễ chịu trên môi. Nhờ công thức giàu dưỡng, son lên môi mượt mà, không gây khô, che khuyết điểm tốt và mang lại cảm giác căng mọng tự nhiên. Thiết kế vỏ son mang đậm phong cách cổ điển đặc trưng của Gucci, sang trọng và tinh tế, cầm chắc tay và cực kỳ bắt mắt. Dòng Satin phù hợp với mọi phong cách từ ngọt ngào, nữ tính đến quyến rũ nổi bật, giúp đôi môi luôn rạng rỡ suốt cả ngày. Bảng màu đa dạng gồm những sắc son đình đám như 500 Odalie Red (đỏ cam tươi), 505 Janet Rust (đỏ gạch cháy), 302 Agatha Orange (cam rực), 301 Mae Coral (san hô), 208 They Met in Argentina (cam hồng đất)… tất cả đều lên màu chuẩn, bóng nhẹ tinh tế và cực kỳ tôn da. Đây là dòng son lý tưởng cho nàng nào yêu chất son mềm mượt, sang trọng và dễ dùng hằng ngày.","son Gucci Satin, bóng nhẹ, mềm mướt, giàu dưỡng, che khuyết điểm tốt, màu đa dạng, sang trọng, dễ dùng hằng ngày",1500000,Gucci,4.8,https://product.hstatic.net/1000025647/product/u_3614227749207_01_a8eec8c3f9f84300be57889298d8f9b7.jpg
Phấn Má Hồng Gucci Blush De Beauté,"Phấn Má Hồng Gucci Blush De Beauté là dòng má hồng cao cấp nổi tiếng với chất phấn siêu mịn, mềm như lụa và khả năng lên màu tự nhiên nhưng vẫn cực kỳ tươi tắn. Kết cấu mỏng nhẹ – bám tốt, dễ tán đều, giúp gương mặt bừng sáng ngay tức thì mà không hề khô hay cakey. Thiết kế hộp tròn viền vàng đặc trưng mang vẻ đẹp cổ điển sang trọng, nhỏ gọn nhưng vô cùng tinh tế. Bảng màu gồm những tông best-seller như: 01 Silky Rose (hồng nhẹ nàng thơ), 02 Tender Apricot (cam đào trong trẻo), 03 Radiant Pink (hồng rạng rỡ), 04 Bright Coral (san hô tự nhiên) – tất cả đều tôn da, dễ dùng và phù hợp nhiều phong cách makeup. Đây là lựa chọn hoàn hảo cho nàng yêu lớp má hồng trong trẻo, sang xịn và giữ màu bền suốt cả ngày.","má hồng Gucci, phấn mịn, tự nhiên, lâu trôi, dễ tán, hộp sang, màu hồng – cam – coral, makeup tươi tắn",650000,Gucci,4.9,https://myphamhang.com/wp-content/uploads/2024/08/phan-phu-gucci-poudre-de-beaute-mat-naturel-beauty-powder3.jpg
Nước Hoa Nữ Gucci Flora Gorgeous Gardenia,"Nước Hoa Nữ Gucci Flora Gorgeous Gardenia là phiên bản Eau de Parfum đầy nữ tính, mang hương hoa cỏ ngọt ngào, tươi mát nhưng vẫn sâu sắc và quyến rũ. Hương đầu là hoa Lê tươi, mang đến cảm giác nhẹ nhàng, thanh khiết; hương giữa kết hợp hoa Nhài và hoa Dành Dành, tạo nét dịu dàng, lãng mạn; hương cuối lưu lại với hoắc hương và đường nâu, thêm phần ấm áp và sang trọng. Chai nước hoa được thiết kế tinh tế, nữ tính, tượng trưng cho thế giới rực rỡ của các loài hoa, phù hợp với phong cách ngọt ngào, gợi cảm và đầy quyến rũ của phái nữ. Màu sắc tím – hồng – xanh pastel thể hiện vẻ đẹp thanh lịch và lôi cuốn của sản phẩm.","nước hoa nữ, hương hoa ngọt, nhài – dành dành – lê tươi, quyến rũ, sang trọng, chai pastel",1700000,Gucci,4.8, https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/nuoc-hoa-nu-gucci-flora-gorgeous-gardenia-eau-de-parfum-intense-30ml-691c2c01120ab-18112025151913.jpg
Originals X Gucci,"Giày Originals x Gucci là sự kết hợp đình đám giữa phong cách thể thao cổ điển của adidas Originals và tinh thần thời trang cao cấp đặc trưng của Gucci, tạo nên một đôi giày vừa mang hơi thở hoài cổ, vừa toát lên vẻ sang trọng đầy cá tính. Thiết kế giữ nguyên phom dáng biểu tượng như Gazelle hoặc ZX với chất liệu da lộn/da cao cấp, nhưng được “nâng cấp” bằng những chi tiết mang dấu ấn Gucci như họa tiết GG Supreme, đường sọc Web xanh–đỏ đặc trưng, hay bảng màu retro thời thượng. Dáng giày nhẹ, ôm chân, phối được nhiều phong cách từ streetwear đến vintage sang xịn. Originals x Gucci không chỉ là một đôi giày mà còn là tuyên ngôn thời trang – nơi tinh thần thể thao giao hòa cùng sự xa xỉ để tạo nên phong cách khác biệt, đẳng cấp.","sneaker adidas x Gucci, retro, da lộn/da cao cấp, GG Supreme, sọc Web, phong cách vintage, streetwear",1190000,Gucci,4.9,https://sneakerdaily.vn/wp-content/uploads/2022/12/Giay-adidas-x-Gucci-mens-Gazelle-White-726487-AAA43-9547.png
Nước hoa Gucci Guilty Pour Homme,"Nước hoa Gucci Guilty Pour Homme là mùi hương nam tính biểu tượng của Gucci, mang tinh thần tự do, phóng khoáng và đầy cuốn hút. Hương đầu mở ra tươi mát với chanh, hoa oải hương và một chút tiêu hồng tạo cảm giác hiện đại, mạnh mẽ ngay từ giây đầu tiên. Tiếp đó, lớp hương giữa trở nên ấm áp và nam tính hơn nhờ gỗ tuyết tùng và hoa cam Neroli, tạo nên sự hài hòa giữa sự lịch lãm và sự nổi bật. Cuối cùng, hoắc hương và hổ phách ở tầng hương cuối giúp mùi hương lưu lại lâu dài, sâu lắng và đầy quyến rũ.","nước hoa nam, tươi mát – mạnh mẽ, chanh – lavender – tiêu hồng, gỗ tuyết tùng – hoắc hương, nam tính, sang trọng",1090000,Gucci,5,https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/10/nuoc-hoa-nam-gucci-guilty-love-edition-pour-homme-edp-90ml-for-men-690032cea588d-28102025100446.jpg
